dep_delay,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,time_hour,airline_name,flight_date,departure_time,arrival_time,dep_delay_status,distance_category
-3,-13,WN,1873,N495WN,LGA,STL,149,888,23-01-2013 11:00,Southwest Airlines Co.,23-01-2013,10:57:00 AM,12:47:00 PM,On Time,Medium  Haul
-2,-4,US,2171,N744P,LGA,DCA,47,214,23-01-2013 11:00,Us Airways Inc.,23-01-2013,10:58:00 AM,12:10:00 PM,On Time,Short Haul
-1,7,DL,1275,N3746H,JFK,SLC,311,1990,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,10:59:00 AM,02:27:00 PM,On Time,Long Haul
2,-6,EV,4240,N15912,EWR,BUF,55,282,23-01-2013 11:00,Expressjet Airlines Inc.,23-01-2013,11:02:00 AM,12:17:00 PM,Delayed,Short Haul
3,-6,UA,1525,N32404,EWR,LAS,325,2227,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:03:00 AM,01:44:00 PM,Delayed,Long Haul
22,25,EV,4694,N10156,EWR,MKE,130,725,23-01-2013 10:00,Expressjet Airlines Inc.,23-01-2013,11:04:00 AM,12:31:00 PM,Delayed,Medium  Haul
-5,-3,B6,24,N316JB,JFK,BTV,51,266,23-01-2013 11:00,Jetblue Airways,23-01-2013,11:05:00 AM,12:18:00 PM,On Time,Short Haul
-10,-19,MQ,4485,N722MQ,LGA,CMH,87,479,23-01-2013 11:00,Envoy Air,23-01-2013,11:05:00 AM,12:51:00 PM,On Time,Short Haul
144,116,9E,3405,N600LR,JFK,DCA,45,213,23-01-2013 08:00,Endeavor Air Inc.,23-01-2013,11:09:00 AM,12:11:00 PM,Delayed,Short Haul
-3,-14,UA,1143,N76504,EWR,PBI,150,1023,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:13:00 AM,02:00:00 PM,On Time,Medium  Haul
14,3,UA,1289,N39297,EWR,SFO,366,2565,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:14:00 AM,02:35:00 PM,Delayed,Long Haul
1,6,DL,1031,N316NB,LGA,DTW,88,502,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:15:00 AM,01:21:00 PM,Delayed,Medium  Haul
-7,-20,DL,315,N3765,JFK,SJU,204,1598,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:18:00 AM,04:00:00 PM,On Time,Long Haul
28,19,EV,4662,N14573,EWR,RDU,70,416,23-01-2013 10:00,Expressjet Airlines Inc.,23-01-2013,11:18:00 AM,12:46:00 PM,Delayed,Short Haul
-7,-8,AA,327,N3CUAA,LGA,ORD,127,733,23-01-2013 11:00,American Airlines Inc.,23-01-2013,11:18:00 AM,12:57:00 PM,On Time,Medium  Haul
-1,12,EV,4279,N24128,EWR,MCI,186,1092,23-01-2013 11:00,Expressjet Airlines Inc.,23-01-2013,11:19:00 AM,01:48:00 PM,On Time,Medium  Haul
5,-6,EV,5273,N758EV,LGA,PIT,62,335,23-01-2013 11:00,Expressjet Airlines Inc.,23-01-2013,11:20:00 AM,12:51:00 PM,Delayed,Short Haul
146,139,EV,4185,N16976,EWR,DTW,96,488,23-01-2013 08:00,Expressjet Airlines Inc.,23-01-2013,11:21:00 AM,01:20:00 PM,Delayed,Short Haul
-8,-20,B6,523,N536JB,EWR,MCO,138,937,23-01-2013 11:00,Jetblue Airways,23-01-2013,11:21:00 AM,01:59:00 PM,On Time,Medium  Haul
6,-4,AA,2099,N3CSAA,LGA,MIA,162,1096,23-01-2013 11:00,American Airlines Inc.,23-01-2013,11:21:00 AM,02:21:00 PM,Delayed,Medium  Haul
-3,2,B6,673,N796JB,JFK,LAX,343,2475,23-01-2013 11:00,Jetblue Airways,23-01-2013,11:22:00 AM,02:41:00 PM,On Time,Long Haul
-7,-12,B6,133,N629JB,JFK,RSW,163,1074,23-01-2013 11:00,Jetblue Airways,23-01-2013,11:22:00 AM,02:26:00 PM,On Time,Medium  Haul
9,25,UA,1663,N27205,LGA,DEN,270,1620,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:23:00 AM,02:10:00 PM,Delayed,Long Haul
-3,7,UA,1625,N12225,EWR,DEN,253,1605,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:24:00 AM,02:00:00 PM,On Time,Long Haul
-10,-25,MQ,4553,N713MQ,LGA,CLE,80,419,23-01-2013 11:00,Envoy Air,23-01-2013,11:25:00 AM,01:05:00 PM,On Time,Short Haul
-7,-7,EV,4671,N12142,EWR,RDU,77,416,23-01-2013 11:00,Expressjet Airlines Inc.,23-01-2013,11:26:00 AM,01:02:00 PM,On Time,Short Haul
-4,-5,US,1625,N564UW,LGA,CLT,90,544,23-01-2013 11:00,Us Airways Inc.,23-01-2013,11:26:00 AM,01:29:00 PM,On Time,Medium  Haul
-2,8,WN,145,N630WN,EWR,STL,156,872,23-01-2013 11:00,Southwest Airlines Co.,23-01-2013,11:28:00 AM,01:23:00 PM,On Time,Medium  Haul
-1,3,UA,703,N557UA,JFK,LAX,357,2475,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:29:00 AM,02:48:00 PM,On Time,Long Haul
-2,8,DL,2219,N339NB,LGA,MSP,170,1020,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:32:00 AM,01:53:00 PM,On Time,Medium  Haul
156,172,EV,4364,N21144,EWR,MCI,199,1092,23-01-2013 08:00,Expressjet Airlines Inc.,23-01-2013,11:34:00 AM,02:10:00 PM,Delayed,Medium  Haul
-5,-33,AA,1623,N3GTAA,EWR,MIA,143,1085,23-01-2013 11:00,American Airlines Inc.,23-01-2013,11:35:00 AM,02:12:00 PM,On Time,Medium  Haul
-7,-18,DL,1875,N989DL,LGA,TPA,150,1010,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:38:00 AM,02:36:00 PM,On Time,Medium  Haul
84,79,EV,4663,N11107,EWR,IAD,53,212,23-01-2013 10:00,Expressjet Airlines Inc.,23-01-2013,11:39:00 AM,12:50:00 PM,Delayed,Short Haul
-5,-22,DL,401,N301DQ,EWR,ATL,115,746,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:40:00 AM,01:48:00 PM,On Time,Medium  Haul
137,136,EV,4711,N13538,EWR,STL,150,872,23-01-2013 09:00,Expressjet Airlines Inc.,23-01-2013,11:41:00 AM,01:34:00 PM,Delayed,Medium  Haul
-3,-16,UA,391,N851UA,EWR,TPA,147,997,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:41:00 AM,02:28:00 PM,On Time,Medium  Haul
11,-1,UA,1690,N19136,EWR,MCO,136,937,23-01-2013 11:00,United Air Lines Inc.,23-01-2013,11:41:00 AM,02:21:00 PM,Delayed,Medium  Haul
-3,3,FL,353,N951AT,LGA,CAK,72,397,23-01-2013 11:00,Airtran Airways Corporation,23-01-2013,11:42:00 AM,01:24:00 PM,On Time,Short Haul
-18,-25,B6,1174,N239JB,EWR,BOS,37,200,23-01-2013 12:00,Jetblue Airways,23-01-2013,11:42:00 AM,12:39:00 PM,On Time,Short Haul
-6,16,MQ,4646,N1EAMQ,LGA,MSP,162,1020,23-01-2013 11:00,Envoy Air,23-01-2013,11:44:00 AM,02:01:00 PM,On Time,Medium  Haul
-8,-16,9E,3483,N602LR,JFK,BOS,35,187,23-01-2013 11:00,Endeavor Air Inc.,23-01-2013,11:47:00 AM,12:48:00 PM,On Time,Short Haul
5,13,DL,1174,N369NW,LGA,PBI,162,1035,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:50:00 AM,03:06:00 PM,Delayed,Medium  Haul
-10,-1,US,2173,N764US,LGA,DCA,47,214,23-01-2013 12:00,Us Airways Inc.,23-01-2013,11:50:00 AM,01:08:00 PM,On Time,Short Haul
11,13,DL,930,N349NB,LGA,FLL,155,1076,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:51:00 AM,03:03:00 PM,Delayed,Medium  Haul
46,38,WN,542,N227WN,LGA,MDW,125,725,23-01-2013 11:00,Southwest Airlines Co.,23-01-2013,11:51:00 AM,01:23:00 PM,Delayed,Medium  Haul
-7,0,US,2126,N952UW,LGA,BOS,33,184,23-01-2013 12:00,Us Airways Inc.,23-01-2013,11:53:00 AM,01:05:00 PM,On Time,Short Haul
114,92,US,196,N552UW,JFK,PHX,295,2153,23-01-2013 09:00,Us Airways Inc.,23-01-2013,11:53:00 AM,03:05:00 PM,Delayed,Long Haul
-6,-11,AA,3,N327AA,JFK,LAX,339,2475,23-01-2013 12:00,American Airlines Inc.,23-01-2013,11:54:00 AM,02:59:00 PM,On Time,Long Haul
-6,-2,MQ,4425,N828MQ,JFK,DCA,57,213,23-01-2013 12:00,Envoy Air,23-01-2013,11:54:00 AM,01:13:00 PM,On Time,Short Haul
-6,13,MQ,4658,N523MQ,LGA,ATL,121,762,23-01-2013 12:00,Envoy Air,23-01-2013,11:54:00 AM,02:43:00 PM,On Time,Medium  Haul
26,26,DL,695,N687DL,JFK,MCO,142,944,23-01-2013 11:00,Delta Air Lines Inc.,23-01-2013,11:56:00 AM,02:56:00 PM,Delayed,Medium  Haul
-4,-5,DL,863,N624AG,JFK,LAX,351,2475,23-01-2013 12:00,Delta Air Lines Inc.,23-01-2013,11:56:00 AM,03:24:00 PM,On Time,Long Haul
-3,6,DL,1947,N659DL,LGA,ATL,117,762,23-01-2013 12:00,Delta Air Lines Inc.,23-01-2013,11:57:00 AM,02:44:00 PM,On Time,Medium  Haul
-2,-33,UA,1461,N76514,EWR,IAH,192,1400,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,11:58:00 AM,02:26:00 PM,On Time,Medium  Haul
-5,18,MQ,4431,N734MQ,LGA,RDU,74,431,23-01-2013 12:00,Envoy Air,23-01-2013,12:00:00 PM,02:03:00 PM,On Time,Short Haul
3,-2,US,1443,N733UW,JFK,CLT,91,541,23-01-2013 12:00,Us Airways Inc.,23-01-2013,12:03:00 PM,01:58:00 PM,Delayed,Medium  Haul
-7,-24,UA,1227,N78438,EWR,PHX,305,2133,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:05:00 PM,03:27:00 PM,On Time,Long Haul
-4,-12,WN,477,N551WN,EWR,BWI,39,169,23-01-2013 12:00,Southwest Airlines Co.,23-01-2013,12:06:00 PM,12:58:00 PM,On Time,Short Haul
16,-15,B6,625,N231JB,JFK,HOU,200,1428,23-01-2013 11:00,Jetblue Airways,23-01-2013,12:11:00 PM,02:44:00 PM,Delayed,Medium  Haul
15,6,EV,4264,N14904,EWR,BTV,46,266,23-01-2013 12:00,Expressjet Airlines Inc.,23-01-2013,12:15:00 PM,01:17:00 PM,Delayed,Short Haul
-4,2,MQ,3697,N542MQ,EWR,ORD,127,719,23-01-2013 12:00,Envoy Air,23-01-2013,12:16:00 PM,01:52:00 PM,On Time,Medium  Haul
18,16,EV,4349,N12564,EWR,ORF,52,284,23-01-2013 12:00,Expressjet Airlines Inc.,23-01-2013,12:18:00 PM,01:31:00 PM,Delayed,Short Haul
2,0,EV,4640,N11544,EWR,DAY,99,533,23-01-2013 12:00,Expressjet Airlines Inc.,23-01-2013,12:23:00 PM,02:18:00 PM,Delayed,Medium  Haul
5,5,UA,583,N853UA,EWR,SFO,370,2565,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:26:00 PM,04:00:00 PM,Delayed,Long Haul
-7,-3,MQ,4404,N825MQ,JFK,RDU,78,427,23-01-2013 12:00,Envoy Air,23-01-2013,12:28:00 PM,02:12:00 PM,On Time,Short Haul
-11,-13,AA,1853,N4WVAA,EWR,DFW,213,1372,23-01-2013 12:00,American Airlines Inc.,23-01-2013,12:29:00 PM,03:27:00 PM,On Time,Medium  Haul
-1,-1,WN,283,N265WN,LGA,MKE,127,738,23-01-2013 12:00,Southwest Airlines Co.,23-01-2013,12:29:00 PM,02:04:00 PM,On Time,Medium  Haul
25,27,WN,644,N414WN,EWR,MDW,126,711,23-01-2013 12:00,Southwest Airlines Co.,23-01-2013,12:30:00 PM,01:52:00 PM,Delayed,Medium  Haul
-4,-14,UA,1000,N17229,EWR,MIA,159,1085,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:31:00 PM,03:21:00 PM,On Time,Medium  Haul
-8,2,DL,1131,N355NB,LGA,DTW,96,502,23-01-2013 12:00,Delta Air Lines Inc.,23-01-2013,12:32:00 PM,02:47:00 PM,On Time,Medium  Haul
-8,-16,AA,1850,N3ANAA,JFK,BOS,39,187,23-01-2013 12:00,American Airlines Inc.,23-01-2013,12:37:00 PM,01:34:00 PM,On Time,Short Haul
20,8,EV,4641,N13978,EWR,CLT,87,529,23-01-2013 12:00,Expressjet Airlines Inc.,23-01-2013,12:38:00 PM,02:23:00 PM,Delayed,Medium  Haul
-6,0,AA,2253,N3HKAA,LGA,MIA,164,1096,23-01-2013 12:00,American Airlines Inc.,23-01-2013,12:39:00 PM,04:00:00 PM,On Time,Medium  Haul
20,25,B6,66,N266JB,JFK,BUF,64,301,23-01-2013 12:00,Jetblue Airways,23-01-2013,12:40:00 PM,02:08:00 PM,Delayed,Short Haul
12,0,EV,3826,N15985,EWR,ATL,121,746,23-01-2013 12:00,Expressjet Airlines Inc.,23-01-2013,12:42:00 PM,02:59:00 PM,Delayed,Medium  Haul
-2,-5,AA,745,N3HWAA,LGA,DFW,210,1389,23-01-2013 12:00,American Airlines Inc.,23-01-2013,12:43:00 PM,03:45:00 PM,On Time,Medium  Haul
-6,-3,DL,1685,N344NW,LGA,MCO,141,950,23-01-2013 12:00,Delta Air Lines Inc.,23-01-2013,12:44:00 PM,03:47:00 PM,On Time,Medium  Haul
-6,-13,EV,4893,N612QX,EWR,DTW,93,488,23-01-2013 12:00,Expressjet Airlines Inc.,23-01-2013,12:44:00 PM,02:36:00 PM,On Time,Short Haul
27,26,B6,209,N703JB,JFK,LGB,350,2465,23-01-2013 12:00,Jetblue Airways,23-01-2013,12:47:00 PM,03:59:00 PM,Delayed,Long Haul
-6,-34,UA,1612,N24702,EWR,DFW,208,1372,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:49:00 PM,03:31:00 PM,On Time,Medium  Haul
-10,-8,9E,3638,N8847A,JFK,PHL,29,94,23-01-2013 13:00,Endeavor Air Inc.,23-01-2013,12:50:00 PM,01:58:00 PM,On Time,Short Haul
-10,-3,MQ,4426,N739MQ,LGA,CMH,90,479,23-01-2013 13:00,Envoy Air,23-01-2013,12:50:00 PM,02:47:00 PM,On Time,Short Haul
0,-16,UA,743,N475UA,LGA,IAH,200,1416,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:51:00 PM,03:46:00 PM,On Time,Medium  Haul
171,187,UA,1515,N76523,EWR,SEA,381,2402,23-01-2013 10:00,United Air Lines Inc.,23-01-2013,12:51:00 PM,04:30:00 PM,Delayed,Long Haul
-2,-29,UA,1641,N38268,EWR,MCO,138,937,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:51:00 PM,03:26:00 PM,On Time,Medium  Haul
-8,2,9E,3762,N8972E,EWR,CVG,115,569,23-01-2013 13:00,Endeavor Air Inc.,23-01-2013,12:52:00 PM,03:08:00 PM,On Time,Medium  Haul
-8,6,US,2175,N725UW,LGA,DCA,46,214,23-01-2013 13:00,Us Airways Inc.,23-01-2013,12:52:00 PM,02:13:00 PM,On Time,Short Haul
-7,-6,US,2128,N948UW,LGA,BOS,36,184,23-01-2013 13:00,Us Airways Inc.,23-01-2013,12:53:00 PM,02:00:00 PM,On Time,Short Haul
-6,-3,UA,1249,N41140,EWR,ORD,130,719,23-01-2013 12:00,United Air Lines Inc.,23-01-2013,12:53:00 PM,02:33:00 PM,On Time,Medium  Haul
-5,-10,B6,991,N348JB,JFK,PBI,155,1028,23-01-2013 12:00,Jetblue Airways,23-01-2013,12:54:00 PM,03:46:00 PM,On Time,Medium  Haul
57,53,EV,4090,N11536,EWR,JAX,125,820,23-01-2013 11:00,Expressjet Airlines Inc.,23-01-2013,12:56:00 PM,03:24:00 PM,Delayed,Medium  Haul
-2,1,DL,781,N627DL,LGA,ATL,117,762,23-01-2013 13:00,Delta Air Lines Inc.,23-01-2013,12:58:00 PM,03:38:00 PM,On Time,Medium  Haul
-1,28,US,1459,N560UW,LGA,CLT,94,544,23-01-2013 12:00,Us Airways Inc.,23-01-2013,12:58:00 PM,03:24:00 PM,On Time,Medium  Haul
2,13,AA,329,N4XUAA,LGA,ORD,134,733,23-01-2013 13:00,American Airlines Inc.,23-01-2013,01:02:00 PM,02:53:00 PM,Delayed,Medium  Haul
13,34,WN,390,N447WN,LGA,DEN,258,1620,23-01-2013 12:00,Southwest Airlines Co.,23-01-2013,01:03:00 PM,03:54:00 PM,Delayed,Long Haul
-5,-19,UA,717,N848UA,EWR,BOS,38,200,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,01:05:00 PM,02:00:00 PM,On Time,Short Haul
-2,-5,FL,348,N603AT,LGA,ATL,116,762,23-01-2013 13:00,Airtran Airways Corporation,23-01-2013,01:06:00 PM,03:37:00 PM,On Time,Medium  Haul
-5,-4,EV,4120,N17984,EWR,BUF,57,282,23-01-2013 13:00,Expressjet Airlines Inc.,23-01-2013,01:10:00 PM,02:27:00 PM,On Time,Short Haul
12,0,B6,85,N589JB,JFK,FLL,156,1069,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:12:00 PM,04:06:00 PM,Delayed,Medium  Haul
-8,3,B6,431,N527JB,LGA,SRQ,155,1047,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:14:00 PM,04:27:00 PM,On Time,Medium  Haul
0,-5,US,1895,N179UW,EWR,CLT,85,529,23-01-2013 13:00,Us Airways Inc.,23-01-2013,01:15:00 PM,02:59:00 PM,On Time,Medium  Haul
-5,-17,UA,1110,N19141,EWR,LAX,337,2454,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,01:15:00 PM,04:16:00 PM,On Time,Long Haul
71,57,AA,743,N514AA,LGA,DFW,212,1389,23-01-2013 12:00,American Airlines Inc.,23-01-2013,01:16:00 PM,04:17:00 PM,Delayed,Medium  Haul
76,74,MQ,4601,N544MQ,LGA,BNA,116,764,23-01-2013 12:00,Envoy Air,23-01-2013,01:16:00 PM,02:44:00 PM,Delayed,Medium  Haul
-3,-10,VX,411,N632VA,JFK,LAX,358,2475,23-01-2013 13:00,Virgin America,23-01-2013,01:17:00 PM,04:40:00 PM,On Time,Long Haul
-1,1,EV,4231,N16911,EWR,IAD,49,212,23-01-2013 13:00,Expressjet Airlines Inc.,23-01-2013,01:19:00 PM,02:37:00 PM,On Time,Short Haul
18,18,EV,4129,N17115,EWR,DCA,42,199,23-01-2013 13:00,Expressjet Airlines Inc.,23-01-2013,01:19:00 PM,02:22:00 PM,Delayed,Short Haul
-6,10,MQ,4475,N725MQ,LGA,RDU,76,431,23-01-2013 13:00,Envoy Air,23-01-2013,01:19:00 PM,03:15:00 PM,On Time,Short Haul
-10,-22,B6,525,N353JB,EWR,MCO,141,937,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:20:00 PM,03:55:00 PM,On Time,Medium  Haul
20,-13,WN,2239,N405WN,EWR,HOU,199,1411,23-01-2013 13:00,Southwest Airlines Co.,23-01-2013,01:20:00 PM,03:57:00 PM,Delayed,Medium  Haul
-2,-11,B6,505,N595JB,EWR,FLL,151,1065,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:22:00 PM,04:13:00 PM,On Time,Medium  Haul
9,21,MQ,4564,N730MQ,LGA,DTW,93,502,23-01-2013 13:00,Envoy Air,23-01-2013,01:24:00 PM,03:41:00 PM,Delayed,Medium  Haul
0,2,B6,705,N507JB,JFK,SJU,202,1598,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:25:00 PM,06:12:00 PM,On Time,Long Haul
-5,-8,WN,1078,N460WN,EWR,PHX,317,2133,23-01-2013 13:00,Southwest Airlines Co.,23-01-2013,01:25:00 PM,04:57:00 PM,On Time,Long Haul
-4,-18,DL,2043,N3753,JFK,ATL,118,760,23-01-2013 13:00,Delta Air Lines Inc.,23-01-2013,01:26:00 PM,03:47:00 PM,On Time,Medium  Haul
-2,-9,AA,753,N3GUAA,LGA,DFW,204,1389,23-01-2013 13:00,American Airlines Inc.,23-01-2013,01:28:00 PM,04:31:00 PM,On Time,Medium  Haul
-4,3,UA,15,N76064,EWR,HNL,639,4963,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,01:37:00 PM,07:38:00 PM,On Time,Long Haul
-5,-19,AA,117,N319AA,JFK,LAX,340,2475,23-01-2013 13:00,American Airlines Inc.,23-01-2013,01:40:00 PM,04:46:00 PM,On Time,Long Haul
-5,4,AA,1073,N3BVAA,LGA,MIA,162,1096,23-01-2013 13:00,American Airlines Inc.,23-01-2013,01:40:00 PM,05:09:00 PM,On Time,Medium  Haul
-4,-45,UA,1250,N39415,EWR,IAH,191,1400,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,01:41:00 PM,04:04:00 PM,On Time,Medium  Haul
-8,-19,B6,615,N283JB,JFK,JAX,127,828,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:42:00 PM,04:05:00 PM,On Time,Medium  Haul
-4,-10,US,186,N647AW,EWR,PHX,306,2133,23-01-2013 13:00,Us Airways Inc.,23-01-2013,01:46:00 PM,05:05:00 PM,On Time,Long Haul
-7,8,DL,2079,N365NW,LGA,FLL,167,1076,23-01-2013 13:00,Delta Air Lines Inc.,23-01-2013,01:48:00 PM,05:16:00 PM,On Time,Medium  Haul
4,38,B6,83,N789JB,JFK,SEA,378,2422,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:49:00 PM,05:34:00 PM,Delayed,Long Haul
0,-13,DL,1705,N302NB,LGA,MSY,168,1183,23-01-2013 13:00,Delta Air Lines Inc.,23-01-2013,01:50:00 PM,04:15:00 PM,On Time,Medium  Haul
0,8,MQ,4577,N505MQ,LGA,CLT,87,544,23-01-2013 13:00,Envoy Air,23-01-2013,01:50:00 PM,03:53:00 PM,On Time,Medium  Haul
6,-4,B6,1783,N524JB,JFK,MCO,145,944,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:51:00 PM,04:37:00 PM,Delayed,Medium  Haul
62,57,B6,1006,N229JB,JFK,BOS,37,187,23-01-2013 12:00,Jetblue Airways,23-01-2013,01:52:00 PM,02:52:00 PM,Delayed,Short Haul
17,18,B6,1161,N613JB,LGA,PBI,152,1035,23-01-2013 13:00,Jetblue Airways,23-01-2013,01:52:00 PM,04:51:00 PM,Delayed,Medium  Haul
-7,-21,EV,4434,N13992,EWR,MHT,40,209,23-01-2013 14:00,Expressjet Airlines Inc.,23-01-2013,01:53:00 PM,02:49:00 PM,On Time,Short Haul
-7,-9,DL,2247,N679DA,LGA,ATL,113,762,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,01:53:00 PM,04:27:00 PM,On Time,Medium  Haul
-6,-3,UA,683,N438UA,EWR,ORD,128,719,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,01:53:00 PM,03:30:00 PM,On Time,Medium  Haul
-4,-2,UA,1567,N24212,EWR,CLE,77,404,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,01:55:00 PM,03:31:00 PM,On Time,Short Haul
28,39,EV,3840,N13994,EWR,MEM,154,946,23-01-2013 13:00,Expressjet Airlines Inc.,23-01-2013,01:57:00 PM,04:05:00 PM,Delayed,Medium  Haul
0,-2,EV,4370,N14177,EWR,CHS,101,628,23-01-2013 14:00,Expressjet Airlines Inc.,23-01-2013,02:00:00 PM,03:57:00 PM,On Time,Medium  Haul
-4,-14,B6,63,N729JB,JFK,TPA,147,1005,23-01-2013 14:00,Jetblue Airways,23-01-2013,02:01:00 PM,04:51:00 PM,On Time,Medium  Haul
5,11,EV,5712,N833AS,JFK,IAD,59,228,23-01-2013 13:00,Expressjet Airlines Inc.,23-01-2013,02:04:00 PM,03:28:00 PM,Delayed,Short Haul
-8,-20,DL,935,N345NB,EWR,ATL,115,746,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,02:07:00 PM,04:18:00 PM,On Time,Medium  Haul
-3,-12,FL,349,N977AT,LGA,ATL,120,762,23-01-2013 14:00,Airtran Airways Corporation,23-01-2013,02:13:00 PM,04:38:00 PM,On Time,Medium  Haul
-7,8,MQ,4588,N508MQ,LGA,MSP,168,1020,23-01-2013 14:00,Envoy Air,23-01-2013,02:13:00 PM,04:28:00 PM,On Time,Medium  Haul
3,8,MQ,4491,N840MQ,LGA,CLE,81,419,23-01-2013 14:00,Envoy Air,23-01-2013,02:13:00 PM,04:03:00 PM,Delayed,Short Haul
28,6,UA,1164,N37437,EWR,FLL,157,1065,23-01-2013 13:00,United Air Lines Inc.,23-01-2013,02:13:00 PM,05:09:00 PM,Delayed,Medium  Haul
20,25,WN,348,N246LV,LGA,MDW,129,725,23-01-2013 13:00,Southwest Airlines Co.,23-01-2013,02:15:00 PM,03:55:00 PM,Delayed,Medium  Haul
3,-5,B6,1010,N228JB,JFK,BOS,37,187,23-01-2013 14:00,Jetblue Airways,23-01-2013,02:18:00 PM,03:21:00 PM,Delayed,Short Haul
-2,-3,UA,1618,N17139,EWR,TPA,149,997,23-01-2013 14:00,United Air Lines Inc.,23-01-2013,02:18:00 PM,05:10:00 PM,On Time,Medium  Haul
253,271,EV,4445,N14960,EWR,IND,129,645,23-01-2013 10:00,Expressjet Airlines Inc.,23-01-2013,02:19:00 PM,04:50:00 PM,Delayed,Medium  Haul
-9,7,DL,1819,N960DL,LGA,MSP,176,1020,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,02:20:00 PM,04:49:00 PM,On Time,Medium  Haul
-3,13,EV,5164,N138EV,EWR,MSP,177,1008,23-01-2013 14:00,Expressjet Airlines Inc.,23-01-2013,02:22:00 PM,04:43:00 PM,On Time,Medium  Haul
-3,-16,UA,1175,N17233,EWR,RSW,162,1068,23-01-2013 14:00,United Air Lines Inc.,23-01-2013,02:27:00 PM,05:26:00 PM,On Time,Medium  Haul
-3,2,DL,1344,N370NB,LGA,MCI,183,1107,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,02:32:00 PM,05:03:00 PM,On Time,Medium  Haul
-3,-10,EV,4372,N14203,EWR,DCA,42,199,23-01-2013 14:00,Expressjet Airlines Inc.,23-01-2013,02:33:00 PM,03:33:00 PM,On Time,Short Haul
-5,6,EV,4181,N13202,EWR,MCI,185,1092,23-01-2013 14:00,Expressjet Airlines Inc.,23-01-2013,02:37:00 PM,05:04:00 PM,On Time,Medium  Haul
3,7,DL,1902,N323NB,LGA,PBI,154,1035,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,02:38:00 PM,05:49:00 PM,Delayed,Medium  Haul
-7,-1,EV,4596,N14993,EWR,STL,152,872,23-01-2013 14:00,Expressjet Airlines Inc.,23-01-2013,02:38:00 PM,04:33:00 PM,On Time,Medium  Haul
8,20,DL,2126,N706TW,JFK,SFO,386,2586,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,02:38:00 PM,06:35:00 PM,Delayed,Long Haul
-8,-34,UA,1608,N77520,EWR,AUS,220,1504,23-01-2013 14:00,United Air Lines Inc.,23-01-2013,02:40:00 PM,05:34:00 PM,On Time,Long Haul
-4,-17,9E,3452,N600LR,JFK,BOS,35,187,23-01-2013 14:00,Endeavor Air Inc.,23-01-2013,02:41:00 PM,03:49:00 PM,On Time,Short Haul
8,4,YV,3750,N519LR,LGA,IAD,55,229,23-01-2013 14:00,Mesa Airlines Inc.,23-01-2013,02:43:00 PM,04:03:00 PM,Delayed,Short Haul
-8,-3,DL,1231,N978DL,LGA,DTW,99,502,23-01-2013 14:00,Delta Air Lines Inc.,23-01-2013,02:44:00 PM,04:52:00 PM,On Time,Medium  Haul
